school_name,district,city,channel_group,utm_source,utm_medium,utm_campaign,utm_content,apply_url,message_whatsapp,message_sms,send_owner,sent_at,delivery_proof,status
Konya Türk Telekom Sosyal Bilimler Lisesi,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-konya-turk-telekom-sosyal-bilimler-lisesi,https://teachera.com.tr/bursluluk-2026?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-konya-turk-telekom-sosyal-bilimler-lisesi&utm_term=karatay,"Merhaba Konya Türk Telekom Sosyal Bilimler Lisesi velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-konya-turk-telekom-sosyal-bilimler-lisesi&utm_term=karatay Sorulariniz icin bu numaraya yazabilirsiniz.","Merhaba Konya Türk Telekom Sosyal Bilimler Lisesi velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-konya-turk-telekom-sosyal-bilimler-lisesi&utm_term=karatay",,,,READY_TO_SEND_TODAY
Mevlana Kız Anadolu İmam Hatip Lisesi,KARATAY,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,karatay-mevlana-kiz-anadolu-imam-hatip-lisesi,https://teachera.com.tr/bursluluk-2026?utm_source=youtube&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-mevlana-kiz-anadolu-imam-hatip-lisesi&utm_term=karatay,"Merhaba Mevlana Kız Anadolu İmam Hatip Lisesi velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=youtube&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-mevlana-kiz-anadolu-imam-hatip-lisesi&utm_term=karatay Sorulariniz icin bu numaraya yazabilirsiniz.","Merhaba Mevlana Kız Anadolu İmam Hatip Lisesi velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=youtube&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-mevlana-kiz-anadolu-imam-hatip-lisesi&utm_term=karatay",,,,READY_TO_SEND_TODAY
Müslüme Ali Yaman İmam Hatip Ortaokulu,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-muslume-ali-yaman-imam-hatip-ortaokulu,https://teachera.com.tr/bursluluk-2026?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-muslume-ali-yaman-imam-hatip-ortaokulu&utm_term=karatay,"Merhaba Müslüme Ali Yaman İmam Hatip Ortaokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-muslume-ali-yaman-imam-hatip-ortaokulu&utm_term=karatay Sorulariniz icin bu numaraya yazabilirsiniz.","Merhaba Müslüme Ali Yaman İmam Hatip Ortaokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-muslume-ali-yaman-imam-hatip-ortaokulu&utm_term=karatay",,,,READY_TO_SEND_TODAY
Nermin Agah Erdinç Topak İlkokulu,KARATAY,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,karatay-nermin-agah-erdinc-topak-ilkokulu,https://teachera.com.tr/bursluluk-2026?utm_source=facebook&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-nermin-agah-erdinc-topak-ilkokulu&utm_term=karatay,"Merhaba Nermin Agah Erdinç Topak İlkokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=facebook&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-nermin-agah-erdinc-topak-ilkokulu&utm_term=karatay Sorulariniz icin bu numaraya yazabilirsiniz.","Merhaba Nermin Agah Erdinç Topak İlkokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=facebook&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-nermin-agah-erdinc-topak-ilkokulu&utm_term=karatay",,,,READY_TO_SEND_TODAY
Ovakavağı İmam Hatip Ortaokulu,KARATAY,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,karatay-ovakavagi-imam-hatip-ortaokulu,https://teachera.com.tr/bursluluk-2026?utm_source=instagram&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-ovakavagi-imam-hatip-ortaokulu&utm_term=karatay,"Merhaba Ovakavağı İmam Hatip Ortaokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=instagram&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-ovakavagi-imam-hatip-ortaokulu&utm_term=karatay Sorulariniz icin bu numaraya yazabilirsiniz.","Merhaba Ovakavağı İmam Hatip Ortaokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=instagram&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-ovakavagi-imam-hatip-ortaokulu&utm_term=karatay",,,,READY_TO_SEND_TODAY
Saraçoğlu İmam Hatip Ortaokulu,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-saracoglu-imam-hatip-ortaokulu,https://teachera.com.tr/bursluluk-2026?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-saracoglu-imam-hatip-ortaokulu&utm_term=karatay,"Merhaba Saraçoğlu İmam Hatip Ortaokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-saracoglu-imam-hatip-ortaokulu&utm_term=karatay Sorulariniz icin bu numaraya yazabilirsiniz.","Merhaba Saraçoğlu İmam Hatip Ortaokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-saracoglu-imam-hatip-ortaokulu&utm_term=karatay",,,,READY_TO_SEND_TODAY
Şehit Azam Güdendede Anadolu Lisesi,KARATAY,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,karatay-sehit-azam-gudendede-anadolu-lisesi,https://teachera.com.tr/bursluluk-2026?utm_source=youtube&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-sehit-azam-gudendede-anadolu-lisesi&utm_term=karatay,"Merhaba Şehit Azam Güdendede Anadolu Lisesi velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=youtube&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-sehit-azam-gudendede-anadolu-lisesi&utm_term=karatay Sorulariniz icin bu numaraya yazabilirsiniz.","Merhaba Şehit Azam Güdendede Anadolu Lisesi velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=youtube&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-sehit-azam-gudendede-anadolu-lisesi&utm_term=karatay",,,,READY_TO_SEND_TODAY
Şehit Erol Olçok İlkokulu,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-sehit-erol-olcok-ilkokulu,https://teachera.com.tr/bursluluk-2026?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-sehit-erol-olcok-ilkokulu&utm_term=karatay,"Merhaba Şehit Erol Olçok İlkokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-sehit-erol-olcok-ilkokulu&utm_term=karatay Sorulariniz icin bu numaraya yazabilirsiniz.","Merhaba Şehit Erol Olçok İlkokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=konya_outdoor&utm_medium=qr&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-sehit-erol-olcok-ilkokulu&utm_term=karatay",,,,READY_TO_SEND_TODAY
Türk Anadolu Vakfı Hafız Kız Anadolu İmam Hatip Lisesi,KARATAY,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,karatay-turk-anadolu-vakfi-hafiz-kiz-anadolu-imam-hatip-lisesi,https://teachera.com.tr/bursluluk-2026?utm_source=facebook&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-turk-anadolu-vakfi-hafiz-kiz-anadolu-imam-hatip-lisesi&utm_term=karatay,"Merhaba Türk Anadolu Vakfı Hafız Kız Anadolu İmam Hatip Lisesi velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=facebook&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-turk-anadolu-vakfi-hafiz-kiz-anadolu-imam-hatip-lisesi&utm_term=karatay Sorulariniz icin bu numaraya yazabilirsiniz.","Merhaba Türk Anadolu Vakfı Hafız Kız Anadolu İmam Hatip Lisesi velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=facebook&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-turk-anadolu-vakfi-hafiz-kiz-anadolu-imam-hatip-lisesi&utm_term=karatay",,,,READY_TO_SEND_TODAY
Yağlıbayat Ortaokulu,KARATAY,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,karatay-yaglibayat-ortaokulu,https://teachera.com.tr/bursluluk-2026?utm_source=instagram&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-yaglibayat-ortaokulu&utm_term=karatay,"Merhaba Yağlıbayat Ortaokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=instagram&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-yaglibayat-ortaokulu&utm_term=karatay Sorulariniz icin bu numaraya yazabilirsiniz.","Merhaba Yağlıbayat Ortaokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=instagram&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-yaglibayat-ortaokulu&utm_term=karatay",,,,READY_TO_SEND_TODAY
Yavuz Selim İlkokulu,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-yavuz-selim-ilkokulu,https://teachera.com.tr/bursluluk-2026?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-yavuz-selim-ilkokulu&utm_term=karatay,"Merhaba Yavuz Selim İlkokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-yavuz-selim-ilkokulu&utm_term=karatay Sorulariniz icin bu numaraya yazabilirsiniz.","Merhaba Yavuz Selim İlkokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=konya_avm&utm_medium=screen&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-yavuz-selim-ilkokulu&utm_term=karatay",,,,READY_TO_SEND_TODAY
