school_name,district,city,channel_group,utm_source,utm_medium,utm_campaign,utm_content
Karatay Ali Ulvi Kurucu Anadolu İmam Hatip Lisesi,KARATAY,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,karatay-karatay-ali-ulvi-kurucu-anadolu-imam-hatip-lisesi
Karatay Aykent Mesleki ve Teknik Anadolu Lisesi,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-karatay-aykent-mesleki-ve-teknik-anadolu-lisesi
Karatay Belediyesi 23 Nisan İmam Hatip Ortaokulu,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-karatay-belediyesi-23-nisan-imam-hatip-ortaokulu
Karatay Belediyesi Osman Benliler İlkokulu,KARATAY,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,karatay-karatay-belediyesi-osman-benliler-ilkokulu
Karatay Belediyesi İmam Hatip Ortaokulu,KARATAY,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,karatay-karatay-belediyesi-imam-hatip-ortaokulu
Karatay Borsa İstanbul Gazi Mustafa Kemal Turizm Mesleki ve Teknik Anadolu Lisesi,KARATAY,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,karatay-karatay-borsa-istanbul-gazi-mustafa-kemal-turizm-mesleki-ve-teknik-anadolu-lisesi
Karatay Borsa İstanbul Zübeyde Hanım Kız Mesleki ve Teknik Anadolu Lisesi,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-karatay-borsa-istanbul-zubeyde-hanm-kz-mesleki-ve-teknik-anadolu-lisesi
Karatay Fen Lisesi,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-karatay-fen-lisesi
Karatay Hamza Yerlikaya Spor Lisesi,KARATAY,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,karatay-karatay-hamza-yerlikaya-spor-lisesi
Karatay Hürriyet Ortaokulu,KARATAY,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,karatay-karatay-hurriyet-ortaokulu
Karatay Kocatepe İlkokulu,KARATAY,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,karatay-karatay-kocatepe-ilkokulu
Karatay Nermin-Agah-Erdinç Topak Ortaokulu,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-karatay-nermin-agah-erdinc-topak-ortaokulu
Karatay Ortaokulu,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-karatay-ortaokulu
Karatay Sadreddin Konevi Anadolu İmam Hatip Lisesi,KARATAY,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,karatay-karatay-sadreddin-konevi-anadolu-imam-hatip-lisesi
Karatay TOKİ Anadolu Lisesi,KARATAY,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,karatay-karatay-toki-anadolu-lisesi
Karatay Ticaret Mesleki ve Teknik Anadolu Lisesi,KARATAY,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,karatay-karatay-ticaret-mesleki-ve-teknik-anadolu-lisesi
Karatay İlhan-Nuran Keskin Ortaokulu,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-karatay-ilhan-nuran-keskin-ortaokulu
Karkent İlkokulu,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-karkent-ilkokulu
Konya Anadolu İmam Hatip Lisesi,KARATAY,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,karatay-konya-anadolu-imam-hatip-lisesi
Konya Türk Telekom Sosyal Bilimler Lisesi,KARATAY,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,karatay-konya-turk-telekom-sosyal-bilimler-lisesi
Koyunoğlu İlkokulu,KARATAY,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,karatay-koyunoglu-ilkokulu
Kurtuluş Ortaokulu,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-kurtulus-ortaokulu
Kuvayi Milliye İlkokulu,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-kuvayi-milliye-ilkokulu
Kılıçarslan Borsa İstanbul Mesleki ve Teknik Anadolu Lisesi,KARATAY,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,karatay-klcarslan-borsa-istanbul-mesleki-ve-teknik-anadolu-lisesi
Mahide Koşukçu İlkokulu,KARATAY,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,karatay-mahide-kosukcu-ilkokulu
Mehmet-Hanife Yapıcı Anadolu Lisesi,KARATAY,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,karatay-mehmet-hanife-yapc-anadolu-lisesi
Mehmetçik İlkokulu,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-mehmetcik-ilkokulu
Mehmetçik İmam Hatip Ortaokulu,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-mehmetcik-imam-hatip-ortaokulu
Mevlana Kız Anadolu İmam Hatip Lisesi,KARATAY,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,karatay-mevlana-kz-anadolu-imam-hatip-lisesi
Mustafa Aydın İlkokulu,KARATAY,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,karatay-mustafa-aydn-ilkokulu
Müslüme Ali Yaman İmam Hatip Ortaokulu,KARATAY,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,karatay-muslume-ali-yaman-imam-hatip-ortaokulu
Namık Kemal Ortaokulu,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-namk-kemal-ortaokulu
Nermin Agah Erdinç Topak İlkokulu,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-nermin-agah-erdinc-topak-ilkokulu
Nizamülmülk Anadolu Lisesi,KARATAY,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,karatay-nizamulmulk-anadolu-lisesi
Orhan Gazi İlkokulu,KARATAY,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,karatay-orhan-gazi-ilkokulu
Ovakavağı İlkokulu,KARATAY,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,karatay-ovakavag-ilkokulu
Ovakavağı İmam Hatip Ortaokulu,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-ovakavag-imam-hatip-ortaokulu
Prof. Dr. Fuat Sezgin Ortaokulu,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-prof-dr-fuat-sezgin-ortaokulu
Prof.Dr.Ömer Dinçer Kız Anadolu İmam Hatip Lisesi,KARATAY,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,karatay-prof-dr-omer-dincer-kz-anadolu-imam-hatip-lisesi
Saraçoğlu Ahmet Haşhaş İlkokulu,KARATAY,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,karatay-saracoglu-ahmet-hashas-ilkokulu
Saraçoğlu Toki Mustafa Çetin İlkokulu,KARATAY,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,karatay-saracoglu-toki-mustafa-cetin-ilkokulu
Saraçoğlu İmam Hatip Ortaokulu,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-saracoglu-imam-hatip-ortaokulu
Sezai Karakoç İmam Hatip Ortaokulu,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-sezai-karakoc-imam-hatip-ortaokulu
Sultan Alparslan İmam Hatip Ortaokulu,KARATAY,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,karatay-sultan-alparslan-imam-hatip-ortaokulu
Süleyman Şah Anadolu Lisesi,KARATAY,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,karatay-suleyman-sah-anadolu-lisesi
Tatlıcak Ortaokulu,KARATAY,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,karatay-tatlcak-ortaokulu
Türk Anadolu Vakfı Hafız Kız Anadolu İmam Hatip Lisesi,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-turk-anadolu-vakf-hafz-kz-anadolu-imam-hatip-lisesi
Ulubatlı Hasan İmam Hatip Ortaokulu,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-ulubatl-hasan-imam-hatip-ortaokulu
Uluırmak Hürriyet İmam Hatip Ortaokulu,KARATAY,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,karatay-ulurmak-hurriyet-imam-hatip-ortaokulu
VALİ KEMAL KATITAŞ İLKOKULU,KARATAY,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,karatay-vali-kemal-katitas-ilkokulu
YENİKENT ORTAOKULU,KARATAY,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,karatay-yenikent-ortaokulu
Yarma Ortaokulu,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-yarma-ortaokulu
Yarma İlkokulu,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-yarma-ilkokulu
Yavuz Selim İlkokulu,KARATAY,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,karatay-yavuz-selim-ilkokulu
Yağlıbayat Ortaokulu,KARATAY,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,karatay-yaglbayat-ortaokulu
Yaşar Doğu Ortaokulu,KARATAY,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,karatay-yasar-dogu-ortaokulu
Yenikent İlkokulu,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-yenikent-ilkokulu
Yusuf Gül İlkokulu,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-yusuf-gul-ilkokulu
Zeliha Seymen İlkokulu,KARATAY,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,karatay-zeliha-seymen-ilkokulu
Çatalhüyük Anadolu Lisesi,KARATAY,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,karatay-catalhuyuk-anadolu-lisesi
Çatalhüyük Melikşah İlkokulu,KARATAY,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,karatay-catalhuyuk-meliksah-ilkokulu
Çatalhüyük Münise Lütfi Onat İlkokulu,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-catalhuyuk-munise-lutfi-onat-ilkokulu
Çumralıoğlu Vakfı Anadolu İmam Hatip Lisesi,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-cumraloglu-vakf-anadolu-imam-hatip-lisesi
İSA CAN BEZİRCİ İMAM HATİP ORTAOKULU,KARATAY,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,karatay-isa-can-bezirci-imam-hatip-ortaokulu
İbrahim Sulhiye Kamanlı İlkokulu,KARATAY,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,karatay-ibrahim-sulhiye-kamanl-ilkokulu
İlhan-Nuran Keskin İlkokulu,KARATAY,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,karatay-ilhan-nuran-keskin-ilkokulu
İsa Can Bezirci Ortaokulu,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-isa-can-bezirci-ortaokulu
İsmet Paşa İlkokulu,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-ismet-pasa-ilkokulu
İstiklal Ortaokulu,KARATAY,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,karatay-istiklal-ortaokulu
İstiklal İlkokulu,KARATAY,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,karatay-istiklal-ilkokulu
İzzet Bezirci İlkokulu,KARATAY,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,karatay-izzet-bezirci-ilkokulu
ŞEHİT ÜSTEĞMEN MEHMET DÜZENLİ İMAM HATİP ORTAOKULU,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-sehit-ustegmen-mehmet-duzenli-imam-hatip-ortaokulu
Şehit Albay İbrahim Karaoğlanoğlu İmam Hatip Ortaokulu,KARATAY,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,karatay-sehit-albay-ibrahim-karaoglanoglu-imam-hatip-ortaokulu
Şehit Azam Güdendede Anadolu Lisesi,KARATAY,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,karatay-sehit-azam-gudendede-anadolu-lisesi
Şehit Erol Olçok İlkokulu,KARATAY,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,karatay-sehit-erol-olcok-ilkokulu
Şehit Sadık Ortaokulu,KARATAY,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,karatay-sehit-sadk-ortaokulu
Şekibe Aksoy İlkokulu,KARATAY,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,karatay-sekibe-aksoy-ilkokulu
15 Temmuz Milli Birlik İlkokulu,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-15-temmuz-milli-birlik-ilkokulu
15 Temmuz Şehitleri İlkokulu,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-15-temmuz-sehitleri-ilkokulu
24 Kasım İlkokulu,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-24-kasm-ilkokulu
Abdussamet Fazilet Kuzucu İlkokulu,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-abdussamet-fazilet-kuzucu-ilkokulu
Ahmet Azmi-Makbule Elberk İlkokulu,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-ahmet-azmi-makbule-elberk-ilkokulu
Ahmet Naci Gücüyener İlkokulu,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-ahmet-naci-gucuyener-ilkokulu
Ahmet Tevfik İleri İmam Hatip Ortaokulu,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-ahmet-tevfik-ileri-imam-hatip-ortaokulu
Alakova Ortaokulu,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-alakova-ortaokulu
Alakova İlkokulu,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-alakova-ilkokulu
Ali Taşoluk İlkokulu,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-ali-tasoluk-ilkokulu
Ali İhsan Dayıoğlugil İlkokulu,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-ali-ihsan-dayoglugil-ilkokulu
Atatürk İlkokulu,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-ataturk-ilkokulu
Aybahçe Mah. Ahmet Haşhaş İlkokulu,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-aybahce-mah-ahmet-hashas-ilkokulu
Aybahçe Toki Şehit Süleyman Ballan İlkokulu,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-aybahce-toki-sehit-suleyman-ballan-ilkokulu
Ayşe Sönmez İlkokulu,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-ayse-sonmez-ilkokulu
Boruktolu Ortaokulu,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-boruktolu-ortaokulu
Boruktolu İlkokulu,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-boruktolu-ilkokulu
Celalettin Hakan Katırcı İmam Hatip Ortaokulu,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-celalettin-hakan-katrc-imam-hatip-ortaokulu
Cemal Bardakçı İlkokulu,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-cemal-bardakc-ilkokulu
Cumhuriyet İlkokulu,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-cumhuriyet-ilkokulu
Dere İmam Hatip Ortaokulu,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-dere-imam-hatip-ortaokulu
Dr. Teoman Bilge İlkokulu,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-dr-teoman-bilge-ilkokulu
Emlak Konut Temaşehir Ortaokulu,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-emlak-konut-temasehir-ortaokulu
Faik Altıoklar Ortaokulu,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-faik-altoklar-ortaokulu
Faik Altıoklar İlkokulu,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-faik-altoklar-ilkokulu
Fatih Sultan Mehmet İlkokulu,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-fatih-sultan-mehmet-ilkokulu
Fevzi Çakmak Ortaokulu,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-fevzi-cakmak-ortaokulu
Gödene Orhan Gazi İmam Hatip Ortaokulu,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-godene-orhan-gazi-imam-hatip-ortaokulu
Gödene Toki İmam Hatip Ortaokulu,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-godene-toki-imam-hatip-ortaokulu
Gödene Toki Şehit Abdullah Paltacı Ortaokulu,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-godene-toki-sehit-abdullah-paltac-ortaokulu
Gökyurt Ortaokulu,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-gokyurt-ortaokulu
Gökyurt İlkokulu,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-gokyurt-ilkokulu
Güneydere Ortaokulu,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-guneydere-ortaokulu
Güneydere İlkokulu,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-guneydere-ilkokulu
Hadimi Anadolu Lisesi,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-hadimi-anadolu-lisesi
Hanefi Aytekin İlkokulu,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-hanefi-aytekin-ilkokulu
Hatunsaray İlkokulu,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-hatunsaray-ilkokulu
Hatunsaray İmam Hatip Ortaokulu,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-hatunsaray-imam-hatip-ortaokulu
Hatıp Öğretmen Mahide Bahadırtürk Ortaokulu,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-hatp-ogretmen-mahide-bahadrturk-ortaokulu
Hatıp İlkokulu,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-hatp-ilkokulu
KARADİĞİN DERESİ İLKOKULU,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-karadigin-deresi-ilkokulu
Karadiğin Yeniaylar Ortaokulu,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-karadigin-yeniaylar-ortaokulu
Karadiğin Yeniaylar İlkokulu,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-karadigin-yeniaylar-ilkokulu
Karahüyük Mah. Ahmet Haşhaş İlkokulu,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-karahuyuk-mah-ahmet-hashas-ilkokulu
Kaşınhanı Cumhuriyet Ortaokulu,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-kasnhan-cumhuriyet-ortaokulu
Kaşınhanı Cumhuriyet İlkokulu,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-kasnhan-cumhuriyet-ilkokulu
