school_name,district,city,channel_group,utm_source,utm_medium,utm_campaign,utm_content,apply_url,message_sms,message_whatsapp,missing_in_campaign,missing_in_same_day_attr,priority_reason,send_owner,send_channel_actual,sent_at,delivery_proof,status
Hamzaoğlu İmam Hatip Ortaokulu,KARATAY,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,karatay-hamzaoglu-imam-hatip-ortaokulu,https://teachera.com.tr/bursluluk-2026?utm_source=facebook&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-hamzaoglu-imam-hatip-ortaokulu&utm_term=karatay,"Merhaba Hamzaoğlu İmam Hatip Ortaokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=facebook&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-hamzaoglu-imam-hatip-ortaokulu&utm_term=karatay","Merhaba Hamzaoğlu İmam Hatip Ortaokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk-2026?utm_source=facebook&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-hamzaoglu-imam-hatip-ortaokulu&utm_term=karatay
Sorulariniz icin bu numaraya yazabilirsiniz.",YES,YES,URGENT_NO_ATTRIBUTION,,,,,READY_TO_SEND_TODAY
Hasan Ali Yücel İlkokulu,KARATAY,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,karatay-hasan-ali-yucel-ilkokulu,https://teachera.com.tr/bursluluk-2026?utm_source=youtube&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-hasan-ali-yucel-ilkokulu&utm_term=karatay,"Merhaba Hasan Ali Yücel İlkokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=youtube&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-hasan-ali-yucel-ilkokulu&utm_term=karatay","Merhaba Hasan Ali Yücel İlkokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk-2026?utm_source=youtube&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-hasan-ali-yucel-ilkokulu&utm_term=karatay
Sorulariniz icin bu numaraya yazabilirsiniz.",YES,YES,URGENT_NO_ATTRIBUTION,,,,,READY_TO_SEND_TODAY
Hediye-Mehmet Ali Uzman İlkokulu,KARATAY,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,karatay-hediye-mehmet-ali-uzman-ilkokulu,https://teachera.com.tr/bursluluk-2026?utm_source=instagram&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-hediye-mehmet-ali-uzman-ilkokulu&utm_term=karatay,"Merhaba Hediye-Mehmet Ali Uzman İlkokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=instagram&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-hediye-mehmet-ali-uzman-ilkokulu&utm_term=karatay","Merhaba Hediye-Mehmet Ali Uzman İlkokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk-2026?utm_source=instagram&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-hediye-mehmet-ali-uzman-ilkokulu&utm_term=karatay
Sorulariniz icin bu numaraya yazabilirsiniz.",YES,YES,URGENT_NO_ATTRIBUTION,,,,,READY_TO_SEND_TODAY
Hüseyin Sevim Köroğlu İlkokulu,KARATAY,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,karatay-huseyin-sevim-koroglu-ilkokulu,https://teachera.com.tr/bursluluk-2026?utm_source=facebook&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-huseyin-sevim-koroglu-ilkokulu&utm_term=karatay,"Merhaba Hüseyin Sevim Köroğlu İlkokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=facebook&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-huseyin-sevim-koroglu-ilkokulu&utm_term=karatay","Merhaba Hüseyin Sevim Köroğlu İlkokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk-2026?utm_source=facebook&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-huseyin-sevim-koroglu-ilkokulu&utm_term=karatay
Sorulariniz icin bu numaraya yazabilirsiniz.",YES,YES,URGENT_NO_ATTRIBUTION,,,,,READY_TO_SEND_TODAY
İbrahim Sulhiye Kamanlı İlkokulu,KARATAY,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,karatay-ibrahim-sulhiye-kamanli-ilkokulu,https://teachera.com.tr/bursluluk-2026?utm_source=youtube&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-ibrahim-sulhiye-kamanli-ilkokulu&utm_term=karatay,"Merhaba İbrahim Sulhiye Kamanlı İlkokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=youtube&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-ibrahim-sulhiye-kamanli-ilkokulu&utm_term=karatay","Merhaba İbrahim Sulhiye Kamanlı İlkokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk-2026?utm_source=youtube&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-ibrahim-sulhiye-kamanli-ilkokulu&utm_term=karatay
Sorulariniz icin bu numaraya yazabilirsiniz.",YES,YES,URGENT_NO_ATTRIBUTION,,,,,READY_TO_SEND_TODAY
İsa Can Bezirci Ortaokulu,KARATAY,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,karatay-isa-can-bezirci-ortaokulu,https://teachera.com.tr/bursluluk-2026?utm_source=instagram&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-isa-can-bezirci-ortaokulu&utm_term=karatay,"Merhaba İsa Can Bezirci Ortaokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=instagram&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-isa-can-bezirci-ortaokulu&utm_term=karatay","Merhaba İsa Can Bezirci Ortaokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk-2026?utm_source=instagram&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-isa-can-bezirci-ortaokulu&utm_term=karatay
Sorulariniz icin bu numaraya yazabilirsiniz.",YES,YES,URGENT_NO_ATTRIBUTION,,,,,READY_TO_SEND_TODAY
İsmet Paşa İlkokulu,KARATAY,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,karatay-ismet-pasa-ilkokulu,https://teachera.com.tr/bursluluk-2026?utm_source=facebook&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-ismet-pasa-ilkokulu&utm_term=karatay,"Merhaba İsmet Paşa İlkokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=facebook&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-ismet-pasa-ilkokulu&utm_term=karatay","Merhaba İsmet Paşa İlkokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk-2026?utm_source=facebook&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-ismet-pasa-ilkokulu&utm_term=karatay
Sorulariniz icin bu numaraya yazabilirsiniz.",YES,YES,URGENT_NO_ATTRIBUTION,,,,,READY_TO_SEND_TODAY
İstiklal İlkokulu,KARATAY,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,karatay-istiklal-ilkokulu,https://teachera.com.tr/bursluluk-2026?utm_source=youtube&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-istiklal-ilkokulu&utm_term=karatay,"Merhaba İstiklal İlkokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=youtube&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-istiklal-ilkokulu&utm_term=karatay","Merhaba İstiklal İlkokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk-2026?utm_source=youtube&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-istiklal-ilkokulu&utm_term=karatay
Sorulariniz icin bu numaraya yazabilirsiniz.",YES,YES,URGENT_NO_ATTRIBUTION,,,,,READY_TO_SEND_TODAY
Karaaslan Atatürk İmam Hatip Ortaokulu,KARATAY,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,karatay-karaaslan-ataturk-imam-hatip-ortaokulu,https://teachera.com.tr/bursluluk-2026?utm_source=instagram&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karaaslan-ataturk-imam-hatip-ortaokulu&utm_term=karatay,"Merhaba Karaaslan Atatürk İmam Hatip Ortaokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=instagram&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karaaslan-ataturk-imam-hatip-ortaokulu&utm_term=karatay","Merhaba Karaaslan Atatürk İmam Hatip Ortaokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk-2026?utm_source=instagram&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karaaslan-ataturk-imam-hatip-ortaokulu&utm_term=karatay
Sorulariniz icin bu numaraya yazabilirsiniz.",YES,YES,URGENT_NO_ATTRIBUTION,,,,,READY_TO_SEND_TODAY
Karaaslan Atatürk Ortaokulu,KARATAY,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,karatay-karaaslan-ataturk-ortaokulu,https://teachera.com.tr/bursluluk-2026?utm_source=facebook&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karaaslan-ataturk-ortaokulu&utm_term=karatay,"Merhaba Karaaslan Atatürk Ortaokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=facebook&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karaaslan-ataturk-ortaokulu&utm_term=karatay","Merhaba Karaaslan Atatürk Ortaokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk-2026?utm_source=facebook&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karaaslan-ataturk-ortaokulu&utm_term=karatay
Sorulariniz icin bu numaraya yazabilirsiniz.",YES,YES,URGENT_NO_ATTRIBUTION,,,,,READY_TO_SEND_TODAY
Karaaslan Cumhuriyet İlkokulu,KARATAY,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,karatay-karaaslan-cumhuriyet-ilkokulu,https://teachera.com.tr/bursluluk-2026?utm_source=youtube&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karaaslan-cumhuriyet-ilkokulu&utm_term=karatay,"Merhaba Karaaslan Cumhuriyet İlkokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=youtube&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karaaslan-cumhuriyet-ilkokulu&utm_term=karatay","Merhaba Karaaslan Cumhuriyet İlkokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk-2026?utm_source=youtube&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karaaslan-cumhuriyet-ilkokulu&utm_term=karatay
Sorulariniz icin bu numaraya yazabilirsiniz.",YES,YES,URGENT_NO_ATTRIBUTION,,,,,READY_TO_SEND_TODAY
Karatay Aykent Mesleki ve Teknik Anadolu Lisesi,KARATAY,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,karatay-karatay-aykent-mesleki-ve-teknik-anadolu-lisesi,https://teachera.com.tr/bursluluk-2026?utm_source=instagram&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karatay-aykent-mesleki-ve-teknik-anadolu-lisesi&utm_term=karatay,"Merhaba Karatay Aykent Mesleki ve Teknik Anadolu Lisesi velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=instagram&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karatay-aykent-mesleki-ve-teknik-anadolu-lisesi&utm_term=karatay","Merhaba Karatay Aykent Mesleki ve Teknik Anadolu Lisesi velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk-2026?utm_source=instagram&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karatay-aykent-mesleki-ve-teknik-anadolu-lisesi&utm_term=karatay
Sorulariniz icin bu numaraya yazabilirsiniz.",YES,YES,URGENT_NO_ATTRIBUTION,,,,,READY_TO_SEND_TODAY
Karatay Belediyesi 23 Nisan İmam Hatip Ortaokulu,KARATAY,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,karatay-karatay-belediyesi-23-nisan-imam-hatip-ortaokulu,https://teachera.com.tr/bursluluk-2026?utm_source=facebook&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karatay-belediyesi-23-nisan-imam-hatip-ortaokulu&utm_term=karatay,"Merhaba Karatay Belediyesi 23 Nisan İmam Hatip Ortaokulu velileri, Teachera Bursluluk Sinavi 2026 basvurulari acildi. Basvuru linki: https://teachera.com.tr/bursluluk-2026?utm_source=facebook&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karatay-belediyesi-23-nisan-imam-hatip-ortaokulu&utm_term=karatay","Merhaba Karatay Belediyesi 23 Nisan İmam Hatip Ortaokulu velileri. Teachera Bursluluk Sinavi 2026 basvurusu icin link: https://teachera.com.tr/bursluluk-2026?utm_source=facebook&utm_medium=paid_social&utm_campaign=bursluluk_2026_school_coverage&utm_content=karatay-karatay-belediyesi-23-nisan-imam-hatip-ortaokulu&utm_term=karatay
Sorulariniz icin bu numaraya yazabilirsiniz.",YES,YES,URGENT_NO_ATTRIBUTION,,,,,READY_TO_SEND_TODAY
