school_name,district,city,channel_group,utm_source,utm_medium,utm_campaign,utm_content
Hatunsaray İmam Hatip Ortaokulu,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-hatunsaray-imam-hatip-ortaokulu
İbrahim Ethem Kız Anadolu İmam Hatip Lisesi,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-ibrahim-ethem-kiz-anadolu-imam-hatip-lisesi
İbrahim Hakkı Konyalı İlkokulu,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-ibrahim-hakki-konyali-ilkokulu
İhsan Özkaşıkcı İlkokulu,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-ihsan-ozkasikci-ilkokulu
İnlice İlkokulu,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-inlice-ilkokulu
İnlice Ortaokulu,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-inlice-ortaokulu
İsmail-Adile Avcan İmam Hatip Ortaokulu,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-ismail-adile-avcan-imam-hatip-ortaokulu
KARADİĞİN DERESİ İLKOKULU,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-karadigin-deresi-ilkokulu
Karadiğin Yeniaylar İlkokulu,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-karadigin-yeniaylar-ilkokulu
Karadiğin Yeniaylar Ortaokulu,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-karadigin-yeniaylar-ortaokulu
Karahüyük Mah. Ahmet Haşhaş İlkokulu,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-karahuyuk-mah-ahmet-hashas-ilkokulu
Kaşınhanı Cumhuriyet İlkokulu,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-kasinhani-cumhuriyet-ilkokulu
Kaşınhanı Cumhuriyet Ortaokulu,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-kasinhani-cumhuriyet-ortaokulu
Kaşınhanı İmam Hatip Ortaokulu,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-kasinhani-imam-hatip-ortaokulu
Kemal Hatipoğlu İlkokulu,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-kemal-hatipoglu-ilkokulu
Konya Lisesi,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-konya-lisesi
Konya Mesleki ve Teknik Anadolu Lisesi,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-konya-mesleki-ve-teknik-anadolu-lisesi
Kozağaç Mesleki ve Teknik Anadolu Lisesi,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-kozagac-mesleki-ve-teknik-anadolu-lisesi
Mehmet Akif Ersoy Anadolu İmam Hatip Lisesi,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-mehmet-akif-ersoy-anadolu-imam-hatip-lisesi
Mehmet Beğen Ortaokulu,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-mehmet-begen-ortaokulu
Mehmet Hasan Sert İlkokulu,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-mehmet-hasan-sert-ilkokulu
Mehmet Karaciğanlar Mevlana İmam Hatip Ortaokulu,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-mehmet-karaciganlar-mevlana-imam-hatip-ortaokulu
Mehmet Şükriye Sert İlkokulu,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-mehmet-sukriye-sert-ilkokulu
Meram 75. Yıl Kız Mesleki ve Teknik Anadolu Lisesi,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-meram-75-yil-kiz-mesleki-ve-teknik-anadolu-lisesi
Meram Ali Yaman İlkokulu,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-meram-ali-yaman-ilkokulu
Meram Ali Yaman Ortaokulu,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-meram-ali-yaman-ortaokulu
Meram Alparslan Anadolu Lisesi,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-meram-alparslan-anadolu-lisesi
Meram Anadolu Lisesi,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-meram-anadolu-lisesi
Meram Atatürk Kız Mesleki ve Teknik Anadolu Lisesi,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-meram-ataturk-kiz-mesleki-ve-teknik-anadolu-lisesi
Meram Aybahçe Toki Şehit Süleyman Ballan İmam Hatip Ortaokulu,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-meram-aybahce-toki-sehit-suleyman-ballan-imam-hatip-ortaokulu
Meram Beybes Şehit Öğretmen Hüseyin Yavuz İlkokulu,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-meram-beybes-sehit-ogretmen-huseyin-yavuz-ilkokulu
Meram Çayırbağı Tahsin-Özlem Bengisu Emiroğlu Ortaokulu,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-meram-cayirbagi-tahsin-ozlem-bengisu-emiroglu-ortaokulu
Meram Çayırbağı Tahsin-Özlem-Bengisu Emiroğlu İlkokulu,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-meram-cayirbagi-tahsin-ozlem-bengisu-emiroglu-ilkokulu
Meram Dere Cumhuriyet İlkokulu,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-meram-dere-cumhuriyet-ilkokulu
Meram Dere Zafer İlkokulu,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-meram-dere-zafer-ilkokulu
Meram Fen Lisesi,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-meram-fen-lisesi
Meram Gödene İlkokulu,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-meram-godene-ilkokulu
Meram Gödene Toki Şehit Yunus Berber İlkokulu,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-meram-godene-toki-sehit-yunus-berber-ilkokulu
Meram Harmancık Toki Ziya Nur Aksun Ortaokulu,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-meram-harmancik-toki-ziya-nur-aksun-ortaokulu
Meram Hasanköy İlkokulu,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-meram-hasankoy-ilkokulu
Meram İmam Hatip Ortaokulu,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-meram-imam-hatip-ortaokulu
Meram Kaşınhanı Atatürk İlkokulu,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-meram-kasinhani-ataturk-ilkokulu
Meram Lalebahçe Mehmet Fevzi ve Atiye Atçeken İlkokulu,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-meram-lalebahce-mehmet-fevzi-ve-atiye-atceken-ilkokulu
Meram Mehmet Akif İnan Anadolu Lisesi,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-meram-mehmet-akif-inan-anadolu-lisesi
Meram Mehmet ve İbrahim Çelik İlkokulu,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-meram-mehmet-ve-ibrahim-celik-ilkokulu
MERAM MEHMET-KADİR ÖZGÜZAR İLKOKULU,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-meram-mehmet-kadir-ozguzar-ilkokulu
Meram Mehmet-Kadir Özgüzar Ortaokulu,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-meram-mehmet-kadir-ozguzar-ortaokulu
Meram Mehmet-Münevver Kurban Anadolu Lisesi,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-meram-mehmet-munevver-kurban-anadolu-lisesi
Meram Mesleki ve Teknik Anadolu Lisesi,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-meram-mesleki-ve-teknik-anadolu-lisesi
Meram Mustafa Bağrıaçık İlkokulu,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-meram-mustafa-bagriacik-ilkokulu
Meram Mustafa Bağrıaçık Ortaokulu,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-meram-mustafa-bagriacik-ortaokulu
Meram Niyaz Usta İlkokulu,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-meram-niyaz-usta-ilkokulu
Meram Özcan-Saliha Çalıkuşu İlkokulu,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-meram-ozcan-saliha-calikusu-ilkokulu
Meram Şehit Pilot Ayfer Gök Ortaokulu,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-meram-sehit-pilot-ayfer-gok-ortaokulu
Meram Şeyh Şamil İlkokulu,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-meram-seyh-samil-ilkokulu
Meram Şifa Hatun Mesleki ve Teknik Anadolu Lisesi,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-meram-sifa-hatun-mesleki-ve-teknik-anadolu-lisesi
Meram Turan Bilge İlkokulu,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-meram-turan-bilge-ilkokulu
Meram Turan Bilge Ortaokulu,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-meram-turan-bilge-ortaokulu
Muhittin Güzelkılınç İmam Hatip Ortaokulu,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-muhittin-guzelkilinc-imam-hatip-ortaokulu
Mümtaz Koru Anadolu İmam Hatip Lisesi,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-mumtaz-koru-anadolu-imam-hatip-lisesi
Mustafa İlboğa Anadolu İmam Hatip Lisesi,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-mustafa-ilboga-anadolu-imam-hatip-lisesi
Naciye Mumcuoğlu Anadolu Lisesi,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-naciye-mumcuoglu-anadolu-lisesi
Necip Fazıl Kısakürek İmam Hatip Ortaokulu,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-necip-fazil-kisakurek-imam-hatip-ortaokulu
Nuri Pakdil Anadolu Lisesi,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-nuri-pakdil-anadolu-lisesi
Osman Gazi Ortaokulu,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-osman-gazi-ortaokulu
Rukiye Mehmet Akış Fen ve Teknoloji Anadolu İmam Hatip Lisesi,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-rukiye-mehmet-akis-fen-ve-teknoloji-anadolu-imam-hatip-lisesi
Sare Özkaşıkcı Yatılı Bölge Ortaokulu,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-sare-ozkasikci-yatili-bolge-ortaokulu
Şehit Abdullah Ümit Sercan İlkokulu,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-sehit-abdullah-umit-sercan-ilkokulu
Şehit Ahmet Senih Durum İlkokulu,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-sehit-ahmet-senih-durum-ilkokulu
Şehit Fethi Sekin Mesleki ve Teknik Anadolu Lisesi,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-sehit-fethi-sekin-mesleki-ve-teknik-anadolu-lisesi
Şehit Mehmet- Lütfi Gülşen Anadolu İmam Hatip Lisesi,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-sehit-mehmet-lutfi-gulsen-anadolu-imam-hatip-lisesi
Şehit Ömer Halisdemir İmam Hatip Ortaokulu,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-sehit-omer-halisdemir-imam-hatip-ortaokulu
Selçuk İlkokulu,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-selcuk-ilkokulu
Şerife Mevlüt Harmankaya Ortaokulu,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-serife-mevlut-harmankaya-ortaokulu
Şükrü Doruk Kız Anadolu İmam Hatip Lisesi,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-sukru-doruk-kiz-anadolu-imam-hatip-lisesi
Tahir Büyükkörükçü Anadolu İmam Hatip Lisesi,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-tahir-buyukkorukcu-anadolu-imam-hatip-lisesi
Telafer İlkokulu,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-telafer-ilkokulu
Ticaret Borsası Ortaokulu,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-ticaret-borsasi-ortaokulu
Uhut Mahallesi Ahmet Haşhaş İmam Hatip Ortaokulu,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-uhut-mahallesi-ahmet-hashas-imam-hatip-ortaokulu
Üresinler İlkokulu,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-uresinler-ilkokulu
Vakıfbank İmam Hatip Ortaokulu,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-vakifbank-imam-hatip-ortaokulu
Vali Necati Çetinkaya Ortaokulu,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-vali-necati-cetinkaya-ortaokulu
Yaka Çumralıoğlu İmam Hatip Ortaokulu,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-yaka-cumralioglu-imam-hatip-ortaokulu
Yavuz Sultan Selim İmam Hatip Ortaokulu,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-yavuz-sultan-selim-imam-hatip-ortaokulu
Yavuz Sultan Selim Ortaokulu,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-yavuz-sultan-selim-ortaokulu
Yaylapınar Ortaokulu,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-yaylapinar-ortaokulu
Yenibahçe İlkokulu,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-yenibahce-ilkokulu
Yenibahçe Ortaokulu,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-yenibahce-ortaokulu
Yeşildere Firuzan Işık İzmirligil İlkokulu,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-yesildere-firuzan-isik-izmirligil-ilkokulu
Yeşildere Firuzan Işık İzmirligil Ortaokulu,MERAM,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,meram-yesildere-firuzan-isik-izmirligil-ortaokulu
Yıldız Kız Anadolu İmam Hatip Lisesi,MERAM,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,meram-yildiz-kiz-anadolu-imam-hatip-lisesi
Yunus Emre İlkokulu,MERAM,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,meram-yunus-emre-ilkokulu
Zafer Ortaokulu,MERAM,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,meram-zafer-ortaokulu
Zeki Özdemir Anadolu Lisesi,MERAM,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,meram-zeki-ozdemir-anadolu-lisesi
100. Yıl Mahallesi Ahmet Haşhaş Ortaokulu,SELÇUKLU,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,selcuklu-100-yil-mahallesi-ahmet-hashas-ortaokulu
100.Yıl Ahmet Haşhaş İmam Hatip Ortaokulu,SELÇUKLU,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,selcuklu-100-yil-ahmet-hashas-imam-hatip-ortaokulu
Abdülezel Paşa İmam Hatip Ortaokulu,SELÇUKLU,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,selcuklu-abdulezel-pasa-imam-hatip-ortaokulu
Abidin Saniye Erçal İlkokulu,SELÇUKLU,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,selcuklu-abidin-saniye-ercal-ilkokulu
Adil Karaağaç Mesleki ve Teknik Anadolu Lisesi,SELÇUKLU,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,selcuklu-adil-karaagac-mesleki-ve-teknik-anadolu-lisesi
Adnan Akgül Özel Eğitim Meslek Lisesi,SELÇUKLU,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,selcuklu-adnan-akgul-ozel-egitim-meslek-lisesi
Adnan Hadiye Sürmegöz Ortaokulu,SELÇUKLU,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,selcuklu-adnan-hadiye-surmegoz-ortaokulu
Ahmet Acar İlkokul,SELÇUKLU,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,selcuklu-ahmet-acar-ilkokul
Ahmet Hazım Uluşahin İmam Hatip Ortaokulu,SELÇUKLU,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,selcuklu-ahmet-hazim-ulusahin-imam-hatip-ortaokulu
Ahmet Karacigan Ortaokulu,SELÇUKLU,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,selcuklu-ahmet-karacigan-ortaokulu
Ahmet Perihan Demirok İlkokulu,SELÇUKLU,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,selcuklu-ahmet-perihan-demirok-ilkokulu
AKINCILAR MAHALLESİ AHMET HAŞHAŞ İLKOKUL,SELÇUKLU,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,selcuklu-akincilar-mahallesi-ahmet-hashas-ilkokul
Akşemseddin İlkokulu,SELÇUKLU,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,selcuklu-aksemseddin-ilkokulu
Alaeddin İlkokulu,SELÇUKLU,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,selcuklu-alaeddin-ilkokulu
Aliya İzzetbegoviç Anadolu Lisesi,SELÇUKLU,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,selcuklu-aliya-izzetbegovic-anadolu-lisesi
ASELSAN KONYA Meslekî ve Teknik Anadolu Lisesi,SELÇUKLU,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,selcuklu-aselsan-konya-mesleki-ve-teknik-anadolu-lisesi
Atatürk Anadolu Lisesi,SELÇUKLU,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,selcuklu-ataturk-anadolu-lisesi
Atatürk Mesleki ve Teknik Anadolu Lisesi,SELÇUKLU,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,selcuklu-ataturk-mesleki-ve-teknik-anadolu-lisesi
Ayşe - Kemal İnanç Kız Anadolu İmam Hatip Lisesi,SELÇUKLU,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,selcuklu-ayse-kemal-inanc-kiz-anadolu-imam-hatip-lisesi
Ayşe Tümer İlkokulu,SELÇUKLU,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,selcuklu-ayse-tumer-ilkokulu
Ayşe-Kemal İnanç İmam Hatip Ortaokulu,SELÇUKLU,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,selcuklu-ayse-kemal-inanc-imam-hatip-ortaokulu
Barbaros İlkokulu,SELÇUKLU,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,selcuklu-barbaros-ilkokulu
Beyhekim İmam Hatip Ortaokulu,SELÇUKLU,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,selcuklu-beyhekim-imam-hatip-ortaokulu
Borsa İstanbul Ortaokulu,SELÇUKLU,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,selcuklu-borsa-istanbul-ortaokulu
Bosna Hersek Anadolu İmam Hatip Lisesi,SELÇUKLU,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,selcuklu-bosna-hersek-anadolu-imam-hatip-lisesi
Buhari Kız Anadolu İmam Hatip Lisesi,SELÇUKLU,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,selcuklu-buhari-kiz-anadolu-imam-hatip-lisesi
Büyükbayram Ortaokulu,SELÇUKLU,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,selcuklu-buyukbayram-ortaokulu
Cahit Zarifoğlu İlkokulu,SELÇUKLU,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,selcuklu-cahit-zarifoglu-ilkokulu
Cemil Meriç Anadolu Lisesi,SELÇUKLU,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,selcuklu-cemil-meric-anadolu-lisesi
Cemile Erkunt İlkokulu,SELÇUKLU,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,selcuklu-cemile-erkunt-ilkokulu
Cumhuriyet Anadolu Lisesi,SELÇUKLU,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,selcuklu-cumhuriyet-anadolu-lisesi
Cumhuriyet Mahallesi Ahmet Haşhaş Ortaokulu,SELÇUKLU,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,selcuklu-cumhuriyet-mahallesi-ahmet-hashas-ortaokulu
Dikilitaş Sahip Ata İlkokulu,SELÇUKLU,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,selcuklu-dikilitas-sahip-ata-ilkokulu
Dolapoğlu Anadolu Lisesi,SELÇUKLU,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,selcuklu-dolapoglu-anadolu-lisesi
Dr. Mustafa Öten İlkokulu,SELÇUKLU,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,selcuklu-dr-mustafa-oten-ilkokulu
Dumlupınar Mahallesi Ahmet Haşhaş İlkokulu,SELÇUKLU,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,selcuklu-dumlupinar-mahallesi-ahmet-hashas-ilkokulu
Dursun Fakih Anadolu Lisesi,SELÇUKLU,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,selcuklu-dursun-fakih-anadolu-lisesi
Erbil Koru Anadolu Lisesi,SELÇUKLU,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,selcuklu-erbil-koru-anadolu-lisesi
Erdem Bayazıt Ortaokulu,SELÇUKLU,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,selcuklu-erdem-bayazit-ortaokulu
Erenköy Zeki Altındağ İmam Hatip Ortaokulu,SELÇUKLU,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,selcuklu-erenkoy-zeki-altindag-imam-hatip-ortaokulu
Erenköy Zeki Altındağ Ortaokulu,SELÇUKLU,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,selcuklu-erenkoy-zeki-altindag-ortaokulu
Ertuğrul Gazi Ortaokulu,SELÇUKLU,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,selcuklu-ertugrul-gazi-ortaokulu
Eşrefoğlu İlkokulu,SELÇUKLU,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,selcuklu-esrefoglu-ilkokulu
Fatih Mesleki ve Teknik Anadolu Lisesi,SELÇUKLU,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,selcuklu-fatih-mesleki-ve-teknik-anadolu-lisesi
Fatih Ortaokulu,SELÇUKLU,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,selcuklu-fatih-ortaokulu
Gazi Kız Mesleki ve Teknik Anadolu Lisesi,SELÇUKLU,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,selcuklu-gazi-kiz-mesleki-ve-teknik-anadolu-lisesi
Hakim Ömer Onsun İlkokulu,SELÇUKLU,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,selcuklu-hakim-omer-onsun-ilkokulu
Hamidiye İmam Hatip Ortaokulu,SELÇUKLU,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,selcuklu-hamidiye-imam-hatip-ortaokulu
Hoca Ahmet Yesevi Ortaokulu,SELÇUKLU,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,selcuklu-hoca-ahmet-yesevi-ortaokulu
Hocacihan Anadolu İmam Hatip Lisesi,SELÇUKLU,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,selcuklu-hocacihan-anadolu-imam-hatip-lisesi
Hocacihan Hüseyin Yıldız İlkokulu,SELÇUKLU,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,selcuklu-hocacihan-huseyin-yildiz-ilkokulu
Hocacihan Ortaokulu,SELÇUKLU,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,selcuklu-hocacihan-ortaokulu
İbrahim Yapıcı İlkokulu,SELÇUKLU,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,selcuklu-ibrahim-yapici-ilkokulu
İhsaniye İlkokulu,SELÇUKLU,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,selcuklu-ihsaniye-ilkokulu
İsmail Hakkı Tonguç İmam Hatip Ortaokulu,SELÇUKLU,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,selcuklu-ismail-hakki-tonguc-imam-hatip-ortaokulu
İsmail Kaya Anadolu İmam Hatip Lisesi,SELÇUKLU,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,selcuklu-ismail-kaya-anadolu-imam-hatip-lisesi
Kanuni Sultan Süleyman İlkokulu,SELÇUKLU,Konya,mall_screen,konya_avm,screen,bursluluk_2026_school_coverage,selcuklu-kanuni-sultan-suleyman-ilkokulu
Kaşgarlı Mahmut Ortaokulu,SELÇUKLU,Konya,social_paid,instagram,paid_social,bursluluk_2026_school_coverage,selcuklu-kasgarli-mahmut-ortaokulu
Kazım Özenç Seçen Ortaokulu,SELÇUKLU,Konya,social_paid,facebook,paid_social,bursluluk_2026_school_coverage,selcuklu-kazim-ozenc-secen-ortaokulu
Kemal Akpınar İmam Hatip Ortaokulu,SELÇUKLU,Konya,social_paid,youtube,paid_social,bursluluk_2026_school_coverage,selcuklu-kemal-akpinar-imam-hatip-ortaokulu
Kemal Rızvanoğlu İlkokulu,SELÇUKLU,Konya,outdoor_qr,konya_outdoor,qr,bursluluk_2026_school_coverage,selcuklu-kemal-rizvanoglu-ilkokulu
